subject_nr,condition,xprob__initial_precision,prior_posterior_weight,action_noise,xprob__volatility
309,5,0.8054758727546318,2.0480553259308447,1.2991164589529034,-5.153397335541172
309,6,0.8115675095527755,1.757489926356586,1.3415934954098088,-4.35023171710945
310,1,0.9342715779685169,0.992549308495963,0.6744832302147343,-5.118755009025405
310,2,1.2650903872203076,0.6817318601989117,0.5435133762857312,-4.887582442880121
310,3,1.5000584283645275,1.0194956817997596,0.5896721773894268,-4.965169535324412
310,4,0.9411117617782956,2.0561767829444584,1.3537138931267987,-5.021756554405711
310,5,0.8798061920178187,1.3931405744891572,1.3249928596210598,-5.195221663049866
310,6,1.2130847882450468,0.6576194534030566,0.7505441806311395,-5.2878970381734645
311,1,1.098360935525357,0.5912831177559361,1.157315549573137,-5.33914112379507
311,2,1.0622252907564134,0.07339838408393809,0.7951556878350059,-5.189856854779505
311,3,1.1640296508517085,0.8123932277717694,0.6619296691719437,-5.4706996896760005
311,4,1.1071782534968162,1.0231994390734078,1.0988628315902824,-5.093060070948373
311,5,1.107085859461138,1.2253706074577662,1.0536129318412775,-5.071491934953853
311,6,0.8598324015971133,1.0955274921655944,1.112680106697145,-5.084623531644796
312,1,0.4788075094405149,1.357270716066387,0.3415639697144276,-5.906992630983078
312,2,1.1264196099499033,0.5648467926910336,0.9196588037219671,-5.3710506122735175
312,3,0.7997458190806417,0.8468085208909497,0.6136519235271272,-5.673454421010808
312,4,0.6201226173538689,0.8632770544521778,0.5457314446976038,-5.036494120564921
312,5,1.027661680632715,1.2321614257958682,0.5709531419512455,-5.051060745129947
312,6,1.1630334240111246,1.3725123534535255,0.510171705749847,-5.0438331186777745
314,1,0.840539343405849,1.6700152573428535,0.3384102615403007,-4.989422999068266
314,2,0.961721200952363,1.8412500273697123,0.5666015095707186,-5.145226729142498
314,3,0.4567771539005363,2.4311777532451835,0.5315242525339795,-5.244092407118194
314,4,0.8851579869083053,0.5203837098164448,0.6819675419033422,-4.837667740548184
314,5,1.17423391764794,0.5256140467280168,0.4575440488204312,-5.422811935682675
314,6,0.85221290798559,0.5287239395786512,0.3563688520063797,-5.56642404541323
316,1,0.9915878642734031,0.7467483205428699,0.5227930792200759,-4.758502943135229
316,2,0.8740681709603881,0.53631035745008,0.4119289859095512,-5.2706947412964205
316,3,1.3871416346068708,0.8958624453281806,0.4708169936882588,-4.361009471838991
316,4,1.072996270235424,0.3028937904331528,0.8428344681455935,-5.291283077921002
316,5,0.9734494686945607,1.1995914580754505,1.2671151663913807,-5.109161983417524
316,6,0.42325907710370847,1.7522576224627477,0.5552205584316963,-5.132237314045595
317,1,0.7500604368805243,1.8585967375474168,1.2124202073595076,-5.365301299596405
317,2,1.058706338051528,1.9933708250016555,1.7134581678263274,-5.185485461935027
317,3,0.9890783047421889,1.196485673416362,1.017572385310693,-4.738205165830778
317,4,1.154136629604713,0.8355178556970269,1.2613196438380303,-5.210312836323089
317,5,1.0420839924857543,1.5971161983684061,0.6126575609043168,-4.8241696476396
317,6,0.9399974131208693,1.4584651612373114,1.1001009434212918,-4.427268473706939
318,1,2.6877115694917775,2.543959012738151,0.14021770858976051,-5.4591207392709356
318,2,1.023852156500201,1.0436659792096619,0.480912893510663,-5.851387269065222
318,3,0.9814403286311809,1.0191681393511516,0.6228757637546407,-5.639356974621642
318,4,0.6240931477849202,2.2997791825635465,0.43545617154578387,-5.4774038852668525
318,5,0.6989378195825016,2.446666331687133,0.5730276148046942,-5.435328942669711
318,6,0.42814107879402674,2.3403230079054054,0.5063234742307066,-5.481261746132051
319,1,0.6082756199264381,1.4215662297156761,0.7034093272388835,-5.438939286191237
319,2,0.7639035160382385,1.5546967820484814,0.46714990074469975,-5.454592360643187
319,3,1.011606007096629,2.0064762288319287,0.531186608969665,-5.423923647653409
319,4,0.7981767444820751,2.258045124017918,0.9865425444396886,-5.3550999626731635
319,5,1.114445913092226,1.7563840159210489,1.6309198821648625,-4.297616415453107
319,6,0.6184769751880144,1.6676437238754702,0.6613476793348465,-5.206614710440862
320,1,1.2377841001952914,0.8626123461677249,0.4155552715287666,-5.061182897491133
320,2,0.9817723588870229,0.5140708093649311,0.8532559885009292,-5.242193514525254
320,3,1.1895880088416035,0.7525849953310186,0.35459888045246857,-5.139126714497039
320,4,1.0521759486034523,3.3229190607021297,0.3432611032839781,-4.2213889132520475
320,5,0.4253279358798773,2.337816169826569,0.4951466269382553,-5.17290663749475
320,6,0.36475799445544155,2.9193743064997975,0.2945038761844878,-5.014339533618607
322,1,0.7075471853883722,2.2973960167575447,0.39805265786062877,-5.299208579514321
322,2,0.9104616140302549,1.9982032032632766,0.4449449755387547,-5.561719985417723
322,3,0.49531242041240653,2.6718832415644957,0.5248038115099005,-5.0057194189663345
322,4,0.8246370154611811,1.6607107677763628,0.2511566538265766,-6.066770062412928
322,5,0.6336810009193921,2.091833254972741,0.5357309851200289,-5.499487058646655
322,6,1.0491271829613311,1.9614739289869882,0.3159862060683656,-5.382738847623925
323,1,0.8964359923020391,0.7534914322224466,0.9087398191668294,-5.167369496202193
323,2,0.9239344297911782,1.6190332168962955,1.2606897317974481,-5.1911559650369945
323,3,0.928888888827742,1.1792366695160057,1.2465231873315097,-4.552987578749033
323,4,1.0146371507275718,0.2837236646311849,0.9402058077390664,-5.097050005613095
323,5,0.3882556774679062,1.4810767508719105,0.528562053813635,-2.7142057941473885
323,6,0.3908980920123031,1.1747597313404534,0.5266743495405383,-4.353787459340096
324,1,1.0409541009314554,0.6361384550372284,0.586204191814295,-5.515824212663304
324,2,1.3098618204783086,0.6160213293088828,0.16369396821133136,-5.46563701576107
324,3,0.7990313191872179,0.5850784643204452,0.40336936109482424,-5.265251076313811
324,4,0.6196049975709176,2.488860184714504,0.42234943262202745,-4.987415144535057
324,5,0.43003478996951694,1.847677179772195,0.3414244524752895,-5.583075797907849
324,6,0.5259808491126232,1.8465323794279258,0.22450763808666818,-5.436019583481803
401,1,0.9600199951111632,0.8837612561871351,0.7583304791255349,-5.300127348440633
401,2,1.2181220262517969,1.4273542529885392,0.26207738125019486,-4.885129326003682
401,3,0.7344903395669089,3.0724513466438035,0.4086600461950151,-3.9747857274228817
401,4,0.7381599038765326,1.211273876633252,0.9075119517249872,-4.87145880165653
