detectprob,binary_resp,SubjID,condition,training
0.537269904149515,0,1,3,0
0.482577808243511,0,1,3,0
0.537269904149515,0,1,3,0
0.482577808243511,1,1,3,0
0.537269904149515,0,1,3,0
0.0,0,1,3,0
0.0,0,1,3,0
0.482577808243511,0,1,3,0
0.0,0,1,3,0
0.537269904149515,0,1,3,0
0.0,0,1,3,0
0.0,0,1,3,0
0.591079624811099,0,1,3,0
0.537269904149515,0,1,3,0
0.0,1,1,3,0
0.482577808243511,0,1,3,0
0.0,1,1,3,0
0.0,0,1,3,0
0.0,1,1,3,0
0.537269904149515,0,1,3,0
0.482577808243511,0,1,3,0
0.537269904149515,1,1,3,0
0.537269904149515,1,1,3,0
0.0,0,1,3,0
0.482577808243511,1,1,3,0
0.0,0,1,3,0
0.482577808243511,1,1,3,0
0.0,0,1,3,0
0.482577808243511,0,1,3,0
0.591079624811099,0,1,3,0
0.0,1,1,3,0
0.591079624811099,0,1,3,0
0.537269904149515,1,1,3,0
0.0,1,1,3,0
0.0,1,1,3,0
0.0,0,1,3,0
0.0,1,1,3,0
0.0,0,1,3,0
0.0,0,1,3,0
0.0,1,1,3,0
0.537269904149515,1,1,3,0
0.537269904149515,1,1,3,0
0.537269904149515,0,1,3,0
0.591079624811099,1,1,3,0
0.0,0,1,3,0
0.482577808243511,0,1,3,0
0.482577808243511,1,1,3,0
0.0,1,1,3,0
0.537269904149515,1,1,3,0
0.0,0,1,3,0
0.0,0,1,3,0
0.0,0,1,3,0
0.482577808243511,0,1,3,0
0.0,1,1,3,0
0.482577808243511,0,1,3,0
0.591079624811099,0,1,3,0
0.0,1,1,3,0
0.482577808243511,0,1,3,0
0.0,0,1,3,0
0.591079624811099,1,1,3,0
0.482577808243511,0,1,3,0
0.482577808243511,1,1,3,0
0.591079624811099,1,1,3,0
0.0,0,1,3,0
0.537269904149515,0,1,3,0
0.0,0,1,3,0
0.0,1,1,3,0
0.0,1,1,3,0
0.482577808243511,0,1,3,0
0.0,1,1,3,0
0.0,1,1,3,0
0.537269904149515,0,1,3,0
0.0,1,1,3,0
0.537269904149515,0,1,3,0
0.0,1,1,3,0
0.537269904149515,1,1,3,0
1.0,1,2,2,1
0.999925428368083,1,2,2,0
